Autostrada, Station ,Zählstellenname,Zählstellen-nummer,Abschnitt (von - bis),Richtung,Fahrzeugklasse,DTVMS Mo-So Kfz/24h,DTVMS Mo-Fr Kfz/24h,DTVMS Mo Kfz/24h,DTVDD Di-So Kfz/24h,DTVFR Fr Kfz/24h,DTVSA Kfz/24h,DTVSF Sonn- und Feiertage Kfz/24h,Datengüte,
A09, 218.9 ,Gabersdorf,463,Leibnitz - Vogau Straß,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG","11,923","13,564","12,038","12,945","16,092","10,349","7,225",Messung,
A09, 218.9 ,Gabersdorf,463,Vogau Straß - Leibnitz,Kn. Voralpenkreuz,Kfz,"16,781","17,055","19,043","16,796","16,536","14,884","17,088","3,2% Tage geschätzt",
A09, 218.9 ,Gabersdorf,463,Vogau Straß - Leibnitz,Kn. Voralpenkreuz,"Kfz > 3,5t hzG","1,983","2,721","4,131","2,740","1,824",569,344,Messung,
A09, 218.9 ,Gabersdorf,463,Vogau Straß - Leibnitz,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG","14,798","14,334","14,912","14,056","14,712","14,315","16,744","3,2% Tage geschätzt",
A09, 218.9 ,Gabersdorf,463,gesamt,gesamt,Kfz,"30,737","33,349","33,529","32,461","35,551","26,367","24,507","3,2% Tage geschätzt",
A09, 218.9 ,Gabersdorf,463,gesamt,gesamt,"Kfz > 3,5t hzG","4,016","5,451","6,579","5,460","4,747","1,703",538,Messung,
A09, 218.9 ,Gabersdorf,463,gesamt,gesamt,"Kfz <= 3,5t hzG","26,721","27,898","26,950","27,001","30,804","24,664","23,969","3,2% Tage geschätzt",
A09, 227.3 ,Spielfeld,471,Gersdorf - Spielfeld,Staatsgrenze Spielfeld,Kfz,"8,495","9,975","8,217","9,373","12,596","7,153","4,209",Messung,
A09, 227.3 ,Spielfeld,471,Gersdorf - Spielfeld,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG","1,781","2,363","2,023","2,325","2,669","1,113",187,Messung,
A09, 227.3 ,Spielfeld,471,Gersdorf - Spielfeld,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG","6,714","7,612","6,194","7,048","9,927","6,040","4,022",Messung,
A09, 227.3 ,Spielfeld,471,Spielfeld - Gersdorf,Kn. Voralpenkreuz,Kfz,"11,826","11,377","13,080","11,080","11,128","11,096","13,885",Messung,
A09, 227.3 ,Spielfeld,471,Spielfeld - Gersdorf,Kn. Voralpenkreuz,"Kfz > 3,5t hzG","1,709","2,324","3,668","2,333","1,493",534,343,Messung,
A09, 227.3 ,Spielfeld,471,Spielfeld - Gersdorf,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG","10,117","9,053","9,412","8,747","9,635","10,562","13,542",Messung,
A09, 227.3 ,Spielfeld,471,gesamt,gesamt,Kfz,"20,321","21,352","21,297","20,453","23,724","18,249","18,094",Messung,
A09, 227.3 ,Spielfeld,471,gesamt,gesamt,"Kfz > 3,5t hzG","3,490","4,687","5,691","4,658","4,162","1,647",530,Messung,
A09, 227.3 ,Spielfeld,471,gesamt,gesamt,"Kfz <= 3,5t hzG","16,831","16,665","15,606","15,795","19,562","16,602","17,564",Messung,
A10, 4.9 ,Anif,625,Kn. Salzburg - Salzburg Süd / Anif,Kn. Villach,Kfz,"28,165","31,112","29,529","30,782","32,923","27,542","18,263",Messung,
A10, 4.9 ,Anif,625,Kn. Salzburg - Salzburg Süd / Anif,Kn. Villach,"Kfz > 3,5t hzG","2,551","3,404","3,478","3,565","2,942","1,331",377,Messung,
A10, 4.9 ,Anif,625,Kn. Salzburg - Salzburg Süd / Anif,Kn. Villach,"Kfz <= 3,5t hzG","25,614","27,708","26,051","27,217","29,981","26,211","17,886",Messung,
A10, 4.9 ,Anif,625,Salzburg Süd / Anif - Kn. Salzburg,Kn. Salzburg,Kfz,"31,122","32,022","32,348","31,522","33,127","32,519","27,042",Messung,
A10, 4.9 ,Anif,625,Salzburg Süd / Anif - Kn. Salzburg,Kn. Salzburg,"Kfz > 3,5t hzG","2,658","3,562","4,569","3,652","2,723","1,245",439,Messung,
A10, 4.9 ,Anif,625,Salzburg Süd / Anif - Kn. Salzburg,Kn. Salzburg,"Kfz <= 3,5t hzG","28,464","28,460","27,779","27,870","30,404","31,274","26,603",Messung,
A10, 4.9 ,Anif,625,gesamt,gesamt,Kfz,"59,287","63,134","61,877","62,304","66,050","60,061","45,305",Messung,
A10, 4.9 ,Anif,625,gesamt,gesamt,"Kfz > 3,5t hzG","5,209","6,966","8,047","7,217","5,665","2,576",816,Messung,
A10, 4.9 ,Anif,625,gesamt,gesamt,"Kfz <= 3,5t hzG","54,078","56,168","53,830","55,087","60,385","57,485","44,489",Messung,
A10, 11.3 ,ASt Puch/Urstein,269,Puch Urstein - Hallein,Kn. Villach,Kfz,"22,248","23,874","21,680","23,505","26,150","23,605","15,653","3,2% Tage geschätzt",
A10, 11.3 ,ASt Puch/Urstein,269,Puch Urstein - Hallein,Kn. Villach,"Kfz > 3,5t hzG","2,290","3,044","3,079","3,176","2,679","1,258",342,Messung,
A10, 11.3 ,ASt Puch/Urstein,269,Puch Urstein - Hallein,Kn. Villach,"Kfz <= 3,5t hzG","19,958","20,830","18,601","20,329","23,471","22,347","15,311","3,2% Tage geschätzt",
A10, 11.3 ,ASt Puch/Urstein,269,Hallein - Puch Urstein,Kn. Salzburg,Kfz,"25,838","25,436","25,271","25,026","26,603","28,792","25,273","29,0% Tage geschätzt",
A10, 11.3 ,ASt Puch/Urstein,269,Hallein - Puch Urstein,Kn. Salzburg,"Kfz > 3,5t hzG","2,400","3,204","4,185","3,269","2,446","1,176",402,Messung,
A10, 11.3 ,ASt Puch/Urstein,269,Hallein - Puch Urstein,Kn. Salzburg,"Kfz <= 3,5t hzG","23,438","22,232","21,086","21,757","24,157","27,616","24,871","29,0% Tage geschätzt",
A10, 11.3 ,ASt Puch/Urstein,269,gesamt,gesamt,Kfz,"48,086","49,310","46,951","48,531","52,753","52,397","40,926","32,3% Tage geschätzt",
A10, 11.3 ,ASt Puch/Urstein,269,gesamt,gesamt,"Kfz > 3,5t hzG","4,690","6,248","7,264","6,445","5,125","2,434",744,Messung,
A10, 11.3 ,ASt Puch/Urstein,269,gesamt,gesamt,"Kfz <= 3,5t hzG","43,396","43,062","39,687","42,086","47,628","49,963","40,182","32,3% Tage geschätzt",
A10, 19.4 ,Hallein,285,Hallein - Kuchl,Kn. Villach,Kfz,"20,288","21,548","19,677","21,258","23,427","21,382","15,149","32,3% Tage geschätzt",
A10, 19.4 ,Hallein,285,Hallein - Kuchl,Kn. Villach,"Kfz > 3,5t hzG","2,136","2,824","2,846","2,949","2,486","1,238",329,Messung,
A10, 19.4 ,Hallein,285,Hallein - Kuchl,Kn. Villach,"Kfz <= 3,5t hzG","18,152","18,724","16,831","18,309","20,941","20,144","14,820","32,3% Tage geschätzt",
A10, 19.4 ,Hallein,285,Kuchl - Hallein,Kn. Salzburg,Kfz,"23,356","22,461","22,466","22,051","23,525","26,715","24,251","32,3% Tage geschätzt",
A10, 19.4 ,Hallein,285,Kuchl - Hallein,Kn. Salzburg,"Kfz > 3,5t hzG","2,271","3,020","4,007","3,076","2,283","1,160",388,Messung,
A10, 19.4 ,Hallein,285,Kuchl - Hallein,Kn. Salzburg,"Kfz <= 3,5t hzG","21,085","19,441","18,459","18,975","21,242","25,555","23,863","32,3% Tage geschätzt",
A10, 19.4 ,Hallein,285,gesamt,gesamt,Kfz,"43,644","44,009","42,143","43,309","46,952","48,097","39,400","32,3% Tage geschätzt",
A10, 19.4 ,Hallein,285,gesamt,gesamt,"Kfz > 3,5t hzG","4,407","5,844","6,853","6,025","4,769","2,398",717,Messung,
A10, 19.4 ,Hallein,285,gesamt,gesamt,"Kfz <= 3,5t hzG","39,237","38,165","35,290","37,284","42,183","45,699","38,683","32,3% Tage geschätzt",
A10, 25.5 ,Golling,314,Kuchl - Golling / Abtenau,Kn. Villach,Kfz,"16,098","16,940","15,241","16,548","18,979","16,439","12,922",Messung,
A10, 25.5 ,Golling,314,Kuchl - Golling / Abtenau,Kn. Villach,"Kfz > 3,5t hzG","2,057","2,714","2,729","2,833","2,399","1,205",323,Messung,
A10, 25.5 ,Golling,314,Kuchl - Golling / Abtenau,Kn. Villach,"Kfz <= 3,5t hzG","14,041","14,226","12,512","13,715","16,580","15,234","12,599",Messung,
A10, 25.5 ,Golling,314,Golling / Abtenau - Kuchl,Kn. Salzburg,Kfz,"19,890","18,408","18,289","18,029","19,464","23,985","22,346",Messung,
A10, 25.5 ,Golling,314,Golling / Abtenau - Kuchl,Kn. Salzburg,"Kfz > 3,5t hzG","2,187","2,900","3,864","2,951","2,189","1,148",384,Messung,
A10, 25.5 ,Golling,314,Golling / Abtenau - Kuchl,Kn. Salzburg,"Kfz <= 3,5t hzG","17,703","15,508","14,425","15,078","17,275","22,837","21,962",Messung,
A10, 25.5 ,Golling,314,gesamt,gesamt,Kfz,"35,988","35,348","33,530","34,577","38,443","40,424","35,268",Messung,
A10, 25.5 ,Golling,314,gesamt,gesamt,"Kfz > 3,5t hzG","4,244","5,614","6,593","5,784","4,588","2,353",707,Messung,
A10, 25.5 ,Golling,314,gesamt,gesamt,"Kfz <= 3,5t hzG","31,744","29,734","26,937","28,793","33,855","38,071","34,561",Messung,
A10, 29.6 ,OfenauerTunnel,297,Golling / Abtenau - Paß Lueg,Kn. Villach,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A10, 29.6 ,OfenauerTunnel,297,Golling / Abtenau - Paß Lueg,Kn. Villach,"Kfz > 3,5t hzG","2,010","2,645","2,657","2,761","2,339","1,207",321,Messung,
A10, 29.6 ,OfenauerTunnel,297,Golling / Abtenau - Paß Lueg,Kn. Villach,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A10, 29.6 ,OfenauerTunnel,297,Paß Lueg - Golling / Abtenau,Kn. Salzburg,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A10, 29.6 ,OfenauerTunnel,297,Paß Lueg - Golling / Abtenau,Kn. Salzburg,"Kfz > 3,5t hzG","2,089","2,776","3,776","2,819","2,066","1,082",356,Messung,
A10, 29.6 ,OfenauerTunnel,297,Paß Lueg - Golling / Abtenau,Kn. Salzburg,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A10, 29.6 ,OfenauerTunnel,297,gesamt,gesamt,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A10, 29.6 ,OfenauerTunnel,297,gesamt,gesamt,"Kfz > 3,5t hzG","4,099","5,421","6,433","5,580","4,405","2,289",677,Messung,
A10, 29.6 ,OfenauerTunnel,297,gesamt,gesamt,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A10, 38.6 ,Tenneck,303,Paß Lueg - Werfen,Kn. Villach,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A10, 38.6 ,Tenneck,303,Paß Lueg - Werfen,Kn. Villach,"Kfz > 3,5t hzG","1,958","2,575","2,559","2,693","2,279","1,198",307,Messung,
A10, 38.6 ,Tenneck,303,Paß Lueg - Werfen,Kn. Villach,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A10, 38.6 ,Tenneck,303,Werfen - Paß Lueg,Kn. Salzburg,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A10, 38.6 ,Tenneck,303,Werfen - Paß Lueg,Kn. Salzburg,"Kfz > 3,5t hzG","1,997","2,654","3,630","2,697","1,958","1,033",340,Messung,
A10, 38.6 ,Tenneck,303,Werfen - Paß Lueg,Kn. Salzburg,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A10, 38.6 ,Tenneck,303,gesamt,gesamt,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A10, 38.6 ,Tenneck,303,gesamt,gesamt,"Kfz > 3,5t hzG","3,955","5,229","6,189","5,390","4,237","2,231",647,Messung,
A10, 38.6 ,Tenneck,303,gesamt,gesamt,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A10, 43.1 ,Werfen,309,Werfen - Pfarrwerfen / Werfen,Kn. Villach,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A10, 43.1 ,Werfen,309,Werfen - Pfarrwerfen / Werfen,Kn. Villach,"Kfz > 3,5t hzG","1,943","2,553","2,532","2,669","2,263","1,196",307,Messung,
A10, 43.1 ,Werfen,309,Werfen - Pfarrwerfen / Werfen,Kn. Villach,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A10, 43.1 ,Werfen,309,Pfarrwerfen / Werfen - Werfen,Kn. Salzburg,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A10, 43.1 ,Werfen,309,Pfarrwerfen / Werfen - Werfen,Kn. Salzburg,"Kfz > 3,5t hzG","1,989","2,642","3,616","2,682","1,951","1,030",344,Messung,
A10, 43.1 ,Werfen,309,Pfarrwerfen / Werfen - Werfen,Kn. Salzburg,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A10, 43.1 ,Werfen,309,gesamt,gesamt,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A10, 43.1 ,Werfen,309,gesamt,gesamt,"Kfz > 3,5t hzG","3,932","5,195","6,148","5,351","4,214","2,226",651,Messung,
A10, 43.1 ,Werfen,309,gesamt,gesamt,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A10, 45.3 ,Reitsam,317,Pfarrwerfen / Werfen - Kn. Pongau,Kn. Villach,Kfz,"15,358","15,659","14,481","15,355","17,157","17,648","12,779","100,0% Tage geschätzt",
A10, 45.3 ,Reitsam,317,Pfarrwerfen / Werfen - Kn. Pongau,Kn. Villach,"Kfz > 3,5t hzG","1,999","2,624","2,600","2,743","2,327","1,241",316,Messung,
A10, 45.3 ,Reitsam,317,Pfarrwerfen / Werfen - Kn. Pongau,Kn. Villach,"Kfz <= 3,5t hzG","13,359","13,035","11,881","12,612","14,830","16,407","12,463","100,0% Tage geschätzt",
A10, 45.3 ,Reitsam,317,Kn. Pongau - Pfarrwerfen / Werfen,Kn. Salzburg,Kfz,"15,059","14,419","14,666","14,190","14,866","17,500","15,670","100,0% Tage geschätzt",
A10, 45.3 ,Reitsam,317,Kn. Pongau - Pfarrwerfen / Werfen,Kn. Salzburg,"Kfz > 3,5t hzG","2,024","2,688","3,664","2,733","1,985","1,042",352,Messung,
A10, 45.3 ,Reitsam,317,Kn. Pongau - Pfarrwerfen / Werfen,Kn. Salzburg,"Kfz <= 3,5t hzG","13,035","11,731","11,002","11,457","12,881","16,458","15,318","100,0% Tage geschätzt",
A10, 45.3 ,Reitsam,317,gesamt,gesamt,Kfz,"30,417","30,078","29,147","29,545","32,023","35,148","28,449","100,0% Tage geschätzt",
A10, 45.3 ,Reitsam,317,gesamt,gesamt,"Kfz > 3,5t hzG","4,023","5,312","6,264","5,476","4,312","2,283",668,Messung,
A10, 45.3 ,Reitsam,317,gesamt,gesamt,"Kfz <= 3,5t hzG","26,394","24,766","22,883","24,069","27,711","32,865","27,781","100,0% Tage geschätzt",
A10, 50.1 ,Tunnel Reit,631,Kn. Pongau - Lammertal Hüttau,Kn. Villach,Kfz,"13,282","13,521","11,934","13,215","15,269","15,778","10,779",Messung,
A10, 50.1 ,Tunnel Reit,631,Kn. Pongau - Lammertal Hüttau,Kn. Villach,"Kfz > 3,5t hzG","1,955","2,549","2,498","2,654","2,308","1,234",359,Messung,
A10, 50.1 ,Tunnel Reit,631,Kn. Pongau - Lammertal Hüttau,Kn. Villach,"Kfz <= 3,5t hzG","11,327","10,972","9,436","10,561","12,961","14,544","10,420",Messung,
A10, 50.1 ,Tunnel Reit,631,Lammertal Hüttau - Kn. Pongau,Kn. Salzburg,Kfz,"13,815","13,220","14,028","12,939","13,467","14,964","15,132","77,4% Tage geschätzt",
A10, 50.1 ,Tunnel Reit,631,Lammertal Hüttau - Kn. Pongau,Kn. Salzburg,"Kfz > 3,5t hzG","2,019","2,658","3,661","2,691","1,971","1,076",413,Messung,
A10, 50.1 ,Tunnel Reit,631,Lammertal Hüttau - Kn. Pongau,Kn. Salzburg,"Kfz <= 3,5t hzG","11,796","10,562","10,367","10,248","11,496","13,888","14,719","77,4% Tage geschätzt",
A10, 50.1 ,Tunnel Reit,631,gesamt,gesamt,Kfz,"27,097","26,741","25,962","26,154","28,736","30,742","25,911","77,4% Tage geschätzt",
A10, 50.1 ,Tunnel Reit,631,gesamt,gesamt,"Kfz > 3,5t hzG","3,974","5,207","6,159","5,345","4,279","2,310",772,Messung,
A10, 50.1 ,Tunnel Reit,631,gesamt,gesamt,"Kfz <= 3,5t hzG","23,123","21,534","19,803","20,809","24,457","28,432","25,139","77,4% Tage geschätzt",
A10, 58.7 ,Niedernfritz,323,Lammertal Hüttau - Fahr.verb.GH Eben,Kn. Villach,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A10, 58.7 ,Niedernfritz,323,Lammertal Hüttau - Fahr.verb.GH Eben,Kn. Villach,"Kfz > 3,5t hzG","1,897","2,467","2,407","2,572","2,231","1,228",348,Messung,
A10, 58.7 ,Niedernfritz,323,Lammertal Hüttau - Fahr.verb.GH Eben,Kn. Villach,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A10, 58.7 ,Niedernfritz,323,Fahr.verb.GH Eben  - Lammertal Hüttau,Kn. Salzburg,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A10, 58.7 ,Niedernfritz,323,Fahr.verb.GH Eben  - Lammertal Hüttau,Kn. Salzburg,"Kfz > 3,5t hzG","1,974","2,595","3,579","2,627","1,919","1,065",410,Messung,
A10, 58.7 ,Niedernfritz,323,Fahr.verb.GH Eben  - Lammertal Hüttau,Kn. Salzburg,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A10, 58.7 ,Niedernfritz,323,gesamt,gesamt,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A10, 58.7 ,Niedernfritz,323,gesamt,gesamt,"Kfz > 3,5t hzG","3,871","5,062","5,986","5,199","4,150","2,293",758,Messung,
A10, 58.7 ,Niedernfritz,323,gesamt,gesamt,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A10, 61.3 ,Eben Im Pongau,330,Eben - Radstadt Altenmarkt Graz,Kn. Villach,Kfz,"14,327","14,503","12,773","14,128","16,517","17,166","11,817","87,1% Tage geschätzt",
A10, 61.3 ,Eben Im Pongau,330,Eben - Radstadt Altenmarkt Graz,Kn. Villach,"Kfz > 3,5t hzG","1,960","2,551","2,493","2,646","2,340","1,260",357,Messung,
A10, 61.3 ,Eben Im Pongau,330,Eben - Radstadt Altenmarkt Graz,Kn. Villach,"Kfz <= 3,5t hzG","12,367","11,952","10,280","11,482","14,177","15,906","11,460","87,1% Tage geschätzt",
A10, 61.3 ,Eben Im Pongau,330,Radstadt Altenmarkt Graz - Eben,Kn. Salzburg,Kfz,"15,627","14,836","15,464","14,487","15,368","18,178","16,693","87,1% Tage geschätzt",
A10, 61.3 ,Eben Im Pongau,330,Radstadt Altenmarkt Graz - Eben,Kn. Salzburg,"Kfz > 3,5t hzG","2,046","2,692","3,735","2,717","2,000","1,081",431,Messung,
A10, 61.3 ,Eben Im Pongau,330,Radstadt Altenmarkt Graz - Eben,Kn. Salzburg,"Kfz <= 3,5t hzG","13,581","12,144","11,729","11,770","13,368","17,097","16,262","87,1% Tage geschätzt",
A10, 61.3 ,Eben Im Pongau,330,gesamt,gesamt,Kfz,"29,954","29,339","28,237","28,615","31,885","35,344","28,510","87,1% Tage geschätzt",
A10, 61.3 ,Eben Im Pongau,330,gesamt,gesamt,"Kfz > 3,5t hzG","4,006","5,243","6,228","5,363","4,340","2,341",788,Messung,
A10, 61.3 ,Eben Im Pongau,330,gesamt,gesamt,"Kfz <= 3,5t hzG","25,948","24,096","22,009","23,252","27,545","33,003","27,722","87,1% Tage geschätzt",
A10, 70.3 ,Flachau,336,Flachau - Flachauwinkel,Kn. Villach,Kfz,"7,154","7,584","6,274","7,418","8,802","7,219","5,607",Messung,
A10, 70.3 ,Flachau,336,Flachau - Flachauwinkel,Kn. Villach,"Kfz > 3,5t hzG","1,656","2,162","2,090","2,253","1,970","1,064",281,Messung,
A10, 70.3 ,Flachau,336,Flachau - Flachauwinkel,Kn. Villach,"Kfz <= 3,5t hzG","5,498","5,422","4,184","5,165","6,832","6,155","5,326",Messung,
A10, 70.3 ,Flachau,336,Flachauwinkel - Flachau,Kn. Salzburg,Kfz,"9,599","8,753","9,099","8,421","9,410","10,685","11,838",Messung,
A10, 70.3 ,Flachau,336,Flachauwinkel - Flachau,Kn. Salzburg,"Kfz > 3,5t hzG","1,742","2,301","3,290","2,317","1,666",902,345,Messung,
A10, 70.3 ,Flachau,336,Flachauwinkel - Flachau,Kn. Salzburg,"Kfz <= 3,5t hzG","7,857","6,452","5,809","6,104","7,744","9,783","11,493",Messung,
A10, 70.3 ,Flachau,336,gesamt,gesamt,Kfz,"16,753","16,337","15,373","15,839","18,212","17,904","17,445",Messung,
A10, 70.3 ,Flachau,336,gesamt,gesamt,"Kfz > 3,5t hzG","3,398","4,463","5,380","4,570","3,636","1,966",626,Messung,
A10, 70.3 ,Flachau,336,gesamt,gesamt,"Kfz <= 3,5t hzG","13,355","11,874","9,993","11,269","14,576","15,938","16,819",Messung,
A10, 89.6 ,Zederhaus,639,Flachauwinkel - Zederhaus,Kn. Villach,Kfz,"7,044","7,419","6,274","7,181","8,725","7,523","5,415",Messung,
A10, 89.6 ,Zederhaus,639,Flachauwinkel - Zederhaus,Kn. Villach,"Kfz > 3,5t hzG","1,645","2,149","2,065","2,238","1,967","1,063",270,Messung,
A10, 89.6 ,Zederhaus,639,Flachauwinkel - Zederhaus,Kn. Villach,"Kfz <= 3,5t hzG","5,399","5,270","4,209","4,943","6,758","6,460","5,145",Messung,
A10, 89.6 ,Zederhaus,639,Zederhaus - Flachauwinkel,Kn. Salzburg,Kfz,"8,948","8,176","8,616","7,850","8,761","9,797","11,085",Messung,
A10, 89.6 ,Zederhaus,639,Zederhaus - Flachauwinkel,Kn. Salzburg,"Kfz > 3,5t hzG","1,727","2,282","3,303","2,291","1,648",875,353,Messung,
A10, 89.6 ,Zederhaus,639,Zederhaus - Flachauwinkel,Kn. Salzburg,"Kfz <= 3,5t hzG","7,221","5,894","5,313","5,559","7,113","8,922","10,732",Messung,
A10, 89.6 ,Zederhaus,639,gesamt,gesamt,Kfz,"15,992","15,595","14,890","15,031","17,486","17,320","16,500",Messung,
A10, 89.6 ,Zederhaus,639,gesamt,gesamt,"Kfz > 3,5t hzG","3,372","4,431","5,368","4,529","3,615","1,938",623,Messung,
A10, 89.6 ,Zederhaus,639,gesamt,gesamt,"Kfz <= 3,5t hzG","12,620","11,164","9,522","10,502","13,871","15,382","15,877",Messung,
A10, 122.8 ,Leoben,605,Rennweg Katschberg - Gmünd,Kn. Villach,Kfz,"7,054","7,297","6,154","7,128","8,424","7,810","5,698",Messung,
A10, 122.8 ,Leoben,605,Rennweg Katschberg - Gmünd,Kn. Villach,"Kfz > 3,5t hzG","1,610","2,102","2,004","2,186","1,942","1,073",246,Messung,
A10, 122.8 ,Leoben,605,Rennweg Katschberg - Gmünd,Kn. Villach,"Kfz <= 3,5t hzG","5,444","5,195","4,150","4,942","6,482","6,737","5,452",Messung,
A10, 122.8 ,Leoben,605,Gmünd - Rennweg Katschberg,Kn. Salzburg,Kfz,"9,372","8,521","8,710","8,170","9,320","10,995","11,269",Messung,
A10, 122.8 ,Leoben,605,Gmünd - Rennweg Katschberg,Kn. Salzburg,"Kfz > 3,5t hzG","1,692","2,235","3,234","2,244","1,611",835,365,Messung,
A10, 122.8 ,Leoben,605,Gmünd - Rennweg Katschberg,Kn. Salzburg,"Kfz <= 3,5t hzG","7,680","6,286","5,476","5,926","7,709","10,160","10,904",Messung,
A10, 122.8 ,Leoben,605,gesamt,gesamt,Kfz,"16,426","15,818","14,864","15,298","17,744","18,805","16,967",Messung,
A10, 122.8 ,Leoben,605,gesamt,gesamt,"Kfz > 3,5t hzG","3,302","4,337","5,238","4,430","3,553","1,908",611,Messung,
A10, 122.8 ,Leoben,605,gesamt,gesamt,"Kfz <= 3,5t hzG","13,124","11,481","9,626","10,868","14,191","16,897","16,356",Messung,
A10, 135.0 ,Oberallach,570,Gmünd - Kn. Spittal Millstätter See,Kn. Villach,Kfz,"8,561","9,062","7,980","8,885","10,170","9,021","6,503","6,5% Tage geschätzt",
A10, 135.0 ,Oberallach,570,Gmünd - Kn. Spittal Millstätter See,Kn. Villach,"Kfz > 3,5t hzG","1,640","2,145","2,051","2,225","1,992","1,080",247,Messung,
A10, 135.0 ,Oberallach,570,Gmünd - Kn. Spittal Millstätter See,Kn. Villach,"Kfz <= 3,5t hzG","6,921","6,917","5,929","6,660","8,178","7,941","6,256","6,5% Tage geschätzt",
A10, 135.0 ,Oberallach,570,Kn. Spittal Millstätter See - Gmünd,Kn. Salzburg,Kfz,"10,909","10,324","10,595","9,930","11,187","12,357","11,993","6,5% Tage geschätzt",
A10, 135.0 ,Oberallach,570,Kn. Spittal Millstätter See - Gmünd,Kn. Salzburg,"Kfz > 3,5t hzG","1,721","2,278","3,292","2,284","1,654",818,373,Messung,
A10, 135.0 ,Oberallach,570,Kn. Spittal Millstätter See - Gmünd,Kn. Salzburg,"Kfz <= 3,5t hzG","9,188","8,046","7,303","7,646","9,533","11,539","11,620","6,5% Tage geschätzt",
A10, 135.0 ,Oberallach,570,gesamt,gesamt,Kfz,"19,470","19,386","18,575","18,815","21,357","21,378","18,496","6,5% Tage geschätzt",
A10, 135.0 ,Oberallach,570,gesamt,gesamt,"Kfz > 3,5t hzG","3,361","4,423","5,343","4,509","3,646","1,898",620,Messung,
A10, 135.0 ,Oberallach,570,gesamt,gesamt,"Kfz <= 3,5t hzG","16,109","14,963","13,232","14,306","17,711","19,480","17,876","6,5% Tage geschätzt",
A10, 142.6 ,SpittalDrau,613,Kn. Spittal Millstätter See - Spittal Ost,Kn. Villach,Kfz,"10,107","10,684","9,631","10,457","11,905","10,793","7,633","3,2% Tage geschätzt",
A10, 142.6 ,SpittalDrau,613,Kn. Spittal Millstätter See - Spittal Ost,Kn. Villach,"Kfz > 3,5t hzG","1,721","2,283","2,160","2,368","2,137","1,055",196,Messung,
A10, 142.6 ,SpittalDrau,613,Kn. Spittal Millstätter See - Spittal Ost,Kn. Villach,"Kfz <= 3,5t hzG","8,386","8,401","7,471","8,089","9,768","9,738","7,437","3,2% Tage geschätzt",
A10, 142.6 ,SpittalDrau,613,Spittal Ost - Kn. Spittal Millstätter See,Kn. Salzburg,Kfz,"12,245","11,913","11,937","11,556","12,827","13,878","12,318",Messung,
A10, 142.6 ,SpittalDrau,613,Spittal Ost - Kn. Spittal Millstätter See,Kn. Salzburg,"Kfz > 3,5t hzG","1,809","2,427","3,512","2,444","1,734",772,339,Messung,
A10, 142.6 ,SpittalDrau,613,Spittal Ost - Kn. Spittal Millstätter See,Kn. Salzburg,"Kfz <= 3,5t hzG","10,436","9,486","8,425","9,112","11,093","13,106","11,979",Messung,
A10, 142.6 ,SpittalDrau,613,gesamt,gesamt,Kfz,"22,352","22,597","21,568","22,013","24,732","24,671","19,951","3,2% Tage geschätzt",
A10, 142.6 ,SpittalDrau,613,gesamt,gesamt,"Kfz > 3,5t hzG","3,530","4,710","5,672","4,812","3,871","1,827",535,Messung,
